date|lengthThreshold|languages
1328655600000|113|uz
1328655600000|113|uz
1328655600000|113|uz
1328655600000|113|uz;tk
1328655600000|113|uz;tk
1328655600000|97|ar
1328655600000|97|tk
1328655600000|97|tk
1328655600000|97|uz
1328655600000|97|uz
1328655600000|97|uz
1328655600000|97|uz
1328655600000|97|uz
1328655600000|97|uz
1328655600000|97|uz
1328655600000|97|uz
1328655600000|97|uz;tk
1328655600000|97|uz;tk
1328655600000|240|ar
1328655600000|240|tk
1328655600000|240|tk
1328655600000|240|uz
1328655600000|240|uz
1328655600000|240|uz
1328655600000|240|uz
1328655600000|240|uz
1328655600000|240|uz
1328655600000|240|uz
1328655600000|240|uz
1328655600000|240|uz;tk
1328655600000|240|uz;tk
1329260400000|20|ar
1329260400000|20|tk
1329260400000|20|tk
1329260400000|20|uz
1329260400000|20|uz
1329260400000|20|uz
1329260400000|20|uz
1329260400000|20|uz
1329260400000|20|uz
1329260400000|20|uz
1329260400000|20|uz
1329260400000|20|uz;tk
1329260400000|20|uz;tk
1329260400000|40|ar
1329260400000|40|tk
1329260400000|40|tk
1329260400000|40|uz
1329260400000|40|uz
1329260400000|40|uz
1329260400000|40|uz
1329260400000|40|uz
1329260400000|40|uz
1329260400000|40|uz
1329260400000|40|uz
1329260400000|40|uz;tk
1329260400000|40|uz;tk
1329260400000|113|ar
1329260400000|113|tk
1329260400000|113|tk
1329260400000|113|uz
1329260400000|113|uz
1329260400000|113|uz
1329260400000|113|uz
1329260400000|113|uz
1329260400000|113|uz
1329260400000|113|uz
1329260400000|113|uz
1329260400000|113|uz;tk
1329260400000|113|uz;tk
1329260400000|97|ar
1329260400000|97|tk
1329260400000|97|tk
1329260400000|97|uz
1329260400000|97|uz
1329260400000|97|uz
1329260400000|97|uz
1329260400000|97|uz
1329260400000|97|uz
1329260400000|97|uz
1329260400000|97|uz
1329260400000|97|uz;tk
1329260400000|97|uz;tk
1329260400000|240|ar
1329260400000|240|tk
1329260400000|240|tk
1329260400000|240|uz
1329260400000|240|uz
1329260400000|240|uz
1329260400000|240|uz
1329260400000|240|uz
1329260400000|240|uz
1329260400000|240|uz
1329260400000|240|uz
1329260400000|240|uz;tk
1329260400000|240|uz;tk
